pointer_offsets;pointer_value;separators;extract
0xD78384;0x00A3DCF0;00 00 00 00;Fighters traveling across Japan。†修aking of the place that was defeated by行ry during training†You have helped Rono。†In a very righteous personality、Contact Us†Don't forget。†（声／土田 大）                          
0xD78424;0x00A3DE90;00 00;Team Caesar Leader。†Polite、Language is very†Atten  young、Light from friends†I made a sound reading「コー†Home」It is called†Home。†Backed by an effortlessly†The power of、World-class†To Bell。†（声／赤羽根 健治）                                                                                                             
0xD784C4;0x00A3E0F4;00 00;Has the same family style as a bridge house†Osamu。†Always look under the general public†Personality、†Play card with Vanguard†I was in a vacancy、Close†まれた。†（声／川田 紳司）                                                                                         
0xD78D34;0x00A3E2F0;00 00;Card Shop『Card†タル』Shop Manager。†「Card games are fun†Home！！」HOME。†Ichi’s good advisor†Home、Keep Growing。†（声／森嶋 秀太）                                            
0xD785DC;0x00A3E42C;00 00;Card Capital No.2 Store Manager†。Warm and gentle personality、クロノ†Warmly watched。†The owner and the misaki of the  ce†It seems that the head does not rise as usual†！？†（声／森嶋 秀太）                                      
0xD78884;0x00A3E5D8;00 00;Seven Seas†Legendary Clan『Aquaforce†』Use the descendant of the Sar  family。†Always cool、Home†from Gillian and Charlene†Reliable。†How to use、†『風』Meta s。†（声／神原 大地）                                                                                                                
0xD783D4;0x00A3E7FC;00 00 00 00;The brother of Tokoha Anjo。†In Vanguard Fight†Excellent strength、Selected†Can only be obtained、†「Clan Reader」called†Name。†「Vanguard Foundation」Home†Register、Time Zone of Vanguard†Encourage activities to spread†Home。 †（声／柳田　淳一）                                                                      
0xD7885C;0x00A3EA50;00 00 00 00;Fukuhara High School Vanguard Piccolo†Close。フーファイターの†Number 2 and the name of the general†Home。†The strict appearance is on the back†It's a good person、Home†Advice and advice through ITO†can be done。†（声／稲田 徹）                                                    
0xD7858C;0x00A3EC5C;00 00 00 00;United Sanctuary†支部長。†「weakness」Our Philosophy、徹†Based on the bottomed winning supremacy†Operation of Branches。†Awesome Fighter with overwhelming strength†Collect scars and fears。†（声／子安 武人）                                                                     
0xD784EC;0x00A3EE64;00 00 00 00;United Sanctuary†支部所属。†United Sanctuary†Team「マイ†」Contact Us。†We have a weak thing、自†Fah with the opponent who thought the minute was down†ITO has a habit of becoming interracial。 †（声／矢部 雅史）                                               
0xD7894C;0x00A3F040;00 00;Ex-Kattle Knights。†Winner of the Euro Circuit†Home、Going through the mystery of the loss†repeating shiki and hot fighting†Home。†Orphanage、Lynn Kids†Rescue from the threat of the croucher†チ、Strong longing†and respect。†Now in Pro League、その† 。†（声／濱　健人）                                                                                                                          
0xD7867C;0x00A3F328;00 00;Hold at Card Capital No.2†Two Cats Black。†（声／上田 麗奈）                                                      
0xD78654;0x00A3F3FC;00 00;Hold at Card Capital No.2†Two cats white。†（声／上田 麗奈）                                                      
0xD7899C;0x00A3F4D0;00 00 00 00;Ex-Kattle Knights。†Central Asia Fighter、高†Other things in the tournament though I have a strong ability†waive too much matches to†More、 †Close「Witch」called†Home。†Planet Clay in Image†To support your heart、It†Helping you save your eyes†Trusted。†It’s not interested in people†Home、Fight with Misaki†Learn the importance of your friends。†（声／佐藤 利奈）                                                                                                                            
0xD788FC;0x00A3F87C;00 00 00 00;If you have a hoo Fighter†物s Fighter Team Ave†Managers。†Visiting the world through a training trip†Polishing arm。†（声／渡辺 明乃）                                                         
0xD7826C;0x00A3F9E8;00 00 00 00;Same class as chrono、中学２†年生。†Stronger superiority and justice†Strong、feared from the surroundings†The crono is also じed†Contact Us。†Famous Vanguard Fighter†I respect my brother†Vanggard in its influence†Rich knowledge。†From the troublesomeness、Beginners†Make it easy to understand†Home。†（声／新田 恵海）                                                                          
0xD78834;0x00A3FCD0;00 00;Join the Fu Fighter、†Fukuhara High School† 。†I'm intoxicated with Ren、For him†Pledge to Fight† 。†Adult and Cold Fight†style to assassin†Close、Female child in front of Ren†I sometimes show up。†（声／生天目 仁美）                                                                                                         
0xD78974;0x00A3FF38;00 00 00 00;Ex-Kattle Knights。†The name of the Euroleague†Home、That overwhelming real†Standing in front of the seaweed†Close。†It looks like a pressure、Nature†Loves home country and is gentle on small animals†Personality。Close、Close†A true personality。††（声／村上 裕哉）                                                                                    
0xD78744;0x00A401D8;00 00;Goe High School Vanguard†3 years。†It looks cool、Hot on the chest†My heart is、That overwhelming†The world’s top talent†The more you acknowledge it。†The World of Vanguard†LED presence。†（声／佐藤 拓也）                                                                               
0xD78244;0x00A403F8;00 00 00 00;Visit to the same school as Crono and Tokoha†Home、中学２年生。†姿 and social†Popular both male and female。†Born and raised in famous fen †Close、Rich living environment†No effort。†The power of Vanguard is also around†eyes、Crono and Collision†cool expression and attitude collapsed†Never lose the roots。††（声／榎木 淳弥）                                                                                                                                                                       
0xD78514;0x00A407AC;00 00;United Sanctuary†支部所属。†Longer in Information Battle、Team「マ†Home」The absolute ace†Brain Fighter。†A gentle and gentle attitude†Home、Use weak、Unforgiving†The owner of the cold and  personality。†（声／石田 彰）                                                                                                
0xD788AC;0x00A409FC;00 00 00 00;TEAM SIT GENIUS LEADER† 、Great Nature†Use。†It was very strong and strong†I had an attitude、Home†Great growth through vanguard† 。†（声／矢作 紗友里）                                                                   
0xD786A4;0x00A40B9C;00 00 00 00;Vanggarde Association of Mascot†Character。†Events、Close†大活躍中。†Actually it’s a deck sperm。†（声／吉田 有里）                                                                 
0xD786F4;0x00A40CE8;00 00 00 00;Ichi classmate、†Deputy Director of Cardfight†I'm sending every day。†Vanguard with the guide of AICHI†Start、 †Heart fighting fun and strict†Learn more、Right now†Growth as a Fighter†Contact Us。†（声／奈良　徹）                                                                                                    
0xD78564;0x00A40F44;00 00;Yunii, Vanguard Foundation†Ted Sanctuary†Staff dispatched。†Yuichiro崎zaki†Work、United Sankichi†Training Fighters in the Uary Branch†Cut out。†I am interested in the gear cronicle†But the truth is mystery。†（声／宮野 真守）                                                   
0xD7865C;0x00A41154;00 00 00 00;店長代理Ｊｒ（黒）                             
0xD78634;0x00A411A4;00 00 00 00;店長代理Ｊｒ（白）                             
0xD7835C;0x00A411F4;00 00 00 00;Card Capital No.2†Second grade。†Mountain Trail、のed with 3 people†Team「Trinitydra†GON」Leaders。†In a considerable tone、Close†Get on、due to†Lose often。†A big tournament、Star†Fighters enthusiastic fans†It's a me-harm。 †（声／加古 臨王）                                                                                                                                                
0xD783AC;0x00A414D8;00 00 00 00;Vanguard Euroleague†Advanced Fighter。†Like Crono、Vanguard†The fate is large by encounter with†Have an unusual past。†A straight line when the heart shakes。†With a bright character at the bottom、Home†Grab people’s hearts at times。†He always smiles around him†Home。†（声／岸尾 Close）                                 
0xD78EF4;0x00A41744;00 00;告知画像（上画面）
0xD78F1C;0x00A41758;00 00;告知画像（下画面）
0xD78604;0x00A4176C;00 00;Card Capital Working by Kamuy†Owner。†For store management、ance of classes†Comment、Test results are emergency†Excellent、Get a unit in order†Home。†Preserved with exceptional memory†Istyle is now healthy、ヴァ†A pretty powerman of the ガードder。†Cool and sturdy personality† 、cronos†My sister's presence。†（声／橘田 Home）                                                                                                                
0xD7862C;0x00A41AB4;00 00 00 00;Miyaji Gakuen High School。†Uncle Shinden is the owner of the store†Part-time job at Card Capital†Home。†Cool personality and unloved†But the roots are tedious。†It has a similar memory†The power of the Fight is origami。†（声／橘田 Home）                                                       
0xD78A14;0x00A41CF0;00 00 00 00;Cars with Shin and Misaki†Do Capital Signage Cat。†Shop number and healer。†「店長」It is not called a harassment†損ねる。†（声／橘田 Home）                          
0xD7821C;0x00A41E20;00 00;Self-reliance is strong and stand alone†Junior High School†２年生。†現在、Aunt†Two people live。†Sharp eye light and buzzy words†Easy to get misunderstood、クラ†Smate、From around†It seems to be a difficult person†Home、Real is straight and gentle mind†Home。†I met Vanguard†The fate changes greatly。††（声／石井 Mark）                                                                                                                                                              
0xD78F6C;0x00A421B4;00 00;BOY AB             
0xD78F94;0x00A421DC;00 00;BOY CD             
0xD78A1C;0x00A42204;00 00 00 00;KIRIMI.   
0xD78FBC;0x00A4221C;00 00;女子高校生              
0xD79010;0x00A42244;00 00 00 00;氷堂          
0xD783DC,0xD7A044,0xD96904;0x00A42260;00 00;支部長          
0xD78684,0xD7A134,0xD96874;0x00A4227C;00 00 00 00;Vungaburo   
0xD79018;0x00A42298;00 00;日向         
0xD79028;0x00A422B0;00 00 00 00;水城        
0xD7900C;0x00A422C8;00 00 00 00;橘             
0xD7902C;0x00A422E8;00 00 00 00;天音        
0xD79020;0x00A42300;00 00 00 00;日下部         
0xD79024;0x00A4231C;00 00;花島         
0xD79014;0x00A42334;00 00;鳴神         
0xD79008;0x00A4234C;00 00 00 00;和泉        
0xD7901C;0x00A42364;00 00 00 00;佐倉        
0xD789F4;0x00A4237C;00 00;店長代理             
0xD787C4,0xD7A238;0x00A423A0;00 00 00 00;NINJA MASTER NEO  
0xD78E04;0x00A423C8;00 00 00 00;Grilled Squid
0xD78DDC;0x00A423D4;00 00 00 00;男前たこやき
0xD7849C,0xD78A3C,0xD78A8C,0xD78AB4,0xD78ADC,0xD78B04,0xD78B2C,0xD78B54,0xD78B7C,0xD78BA4,0xD78BCC,0xD78BF4,0xD78D5C,0xD78D84,0xD78DAC,0xD78DD4,0xD78DFC,0xD78E24,0xD78E4C,0xD78E74,0xD78E9C,0xD78EC4,0xD78EEC,0xD78F14,0xD78F3C,0xD78F8C,0xD78FB4,0xD78FDC,0xD79004;0x00A423E4;00 00 00 00;None
0xD78E7C;0x00A423EC;00 00;Apple
0xD78E54;0x00A423F8;00 00;Cold   
0xD7897C,0xD7A350;0x00A42408;00 00 00 00;Lati Karti
0xD78F44;0x00A4241C;00 00 00 00;Japanese    
0xD78BFC;0x00A42438;00 00 00 00;長           
0xD7829C,0xD782C4,0xD78D3C,0xD9649C,0xD96604,0xD9667C,0xD9673C,0xD967E4;0x00A42454;00 00 00 00;Kuzugi Kamuy  
0xD78B34;0x00A42474;00 00 00 00;Yui Sakura  
0xD788DC,0xD7A300;0x00A42490;00 00;矢作キ          
0xD78454,0xD7847C,0xD78ECC;0x00A424AC;00 00 00 00;                
0xD7856C;0x00A424D0;00 00;Yuichiro zaki    
0xD7888C;0x00A424F4;00 00 00 00;Christopher Row
0xD78814,0xD7A274;0x00A4250C;00 00;             
0xD78AE4;0x00A42528;00 00;鳴神アキ         
0xD788B4,0xD7A2EC;0x00A42544;00 00 00 00;English         
0xD786D4;0x00A42568;00 00;Naoki Ishida 
0xD785E4,0xD7860C,0xD96694;0x00A42584;00 00;Misaki Tokura
0xD78A6C;0x00A425A0;00 00 00 00;Izumi Keisuke 
0xD78C4C;0x00A425C0;00 00 00 00;Komoi Shingo  
0xD782EC,0xD78314,0xD96844;0x00A425E0;00 00 00 00;English         
0xD7874C,0xD7A1E8;0x00A42604;00 00 00 00;Japanese    
0xD78A94;0x00A42620;00 00;Japanese     
0xD78544,0xD7A0E4,0xD9679C;0x00A4263C;00 00;伊吹コウジ        
0xD78404;0x00A42658;00 00 00 00;光             
0xD78D8C;0x00A42678;00 00 00 00;Japanese
0xD7838C,0xD96634,0xD966AC,0xD96784,0xD96814,0xD9688C;0x00A42688;00 00;Hime Alcalas
0xD78BD4;0x00A4269C;00 00;Alice        
0xD79054;0x00A426B8;00 00;Alice
0xD7879C,0xD7A210;0x00A426C0;00 00;Yutaka Izaki 
0xD789A4,0xD7A364;0x00A426DC;00 00;Hita Ryota   
0xD786AC;0x00A426F8;00 00;チ              
0xD7883C,0xD7A288;0x00A42718;00 00;New Castle     
0xD78DB4;0x00A42738;00 00 00 00;Donut
0xD78ABC;0x00A42744;00 00 00 00;Gyodo Ryuto     
0xD78EA4;0x00A42768;00 00 00 00;Avatar Get Effects
0xD78B0C;0x00A42784;00 00 00 00;日向マサト         
0xD79040;0x00A427A4;00 00;マ  
0xD7833C,0xD964B4,0xD964CC,0xD964E4,0xD964FC,0xD96514,0xD9652C,0xD96544,0xD965D4,0xD9670C,0xD967FC,0xD968A4,0xD968EC;0x00A427AC;00 00 00 00;Multiply    
0xD789CC;0x00A427C8;00 00;Moon Castle Luna
0xD78BAC;0x00A427E4;00 00; 水           
0xD781FC;0x00A42800;00 00;New chronos        
0xD7824C,0xD965A4,0xD96664,0xD96754,0xD967CC;0x00A42828;00 00;Tokoha Anjo    
0xD78E2C;0x00A42848;00 00 00 00;Crepe
0xD784F4;0x00A42854;00 00;東              
0xD786FC;0x00A42874;00 00 00 00;Emi Lead      
0xD78274,0xD96574,0xD968D4;0x00A42894;00 00;Kumi zaki    
0xD78774,0xD7A1FC;0x00A428B0;00 00;Katsumi Morikawa
0xD78904,0xD7A314;0x00A428D0;00 00;Osamu Kishida
0xD784A4,0xD966C4;0x00A428EC;00 00;Yuya Karasumori
0xD78594,0xD7A10C,0xD96934;0x00A4290C;00 00 00 00;Yatomi Saya 
0xD78CC4,0xD78CEC;0x00A42928;00 00;MC MIYA      
0xD78B84;0x00A42944;00 00 00 00;Kashima Kirara
0xD7904C;0x00A42964;00 00;キ  
0xD7842C,0xD7A2C4;0x00A4296C;00 00 00 00;Yuri Usui   
0xD78C24;0x00A42988;00 00 00 00;Mountain Trail
0xD784CC,0xD7A0A8,0xD9694C;0x00A429A4;00 00;Kariya Sugil 
0xD78364,0xD79FF4,0xD96724;0x00A429C0;00 00 00 00;Baba Taquel 
0xD783B4,0xD9664C,0xD966DC,0xD9682C;0x00A429DC;00 00;Anjo Mamoru    
0xD7892C,0xD7A328;0x00A429FC;00 00 00 00;Oliver Gaillard
0xD78B5C;0x00A42A14;00 00 00 00;              
0xD78C74;0x00A42A34;00 00 00 00;Jillian
0xD79048;0x00A42A40;00 00 00 00;アン
0xD78224,0xD9655C,0xD9658C,0xD965BC,0xD966F4,0xD968BC;0x00A42A48;00 00 00 00;            
0xD78864,0xD7A29C;0x00A42A64;00 00 00 00;Blue Dragon Leon
0xD785BC,0xD78D14,0xD7A120,0xD9661C,0xD9691C,0xDAE5FC;0x00A42A88;00 00 00 00;新           
0xD7851C,0xD7A0D0;0x00A42AA4;00 00 00 00;Hashima Ring
0xD787EC;0x00A42AC0;00 00;雀ヶ森レン          
0xD78C9C;0x00A42AE0;00 00 00 00;Sharley
0xD78954,0xD7A33C;0x00A42AF0;00 00;Brian Neve
0xD78A44;0x00A42B04;00 00;Original Character
0xD78FE4;0x00A42B1C;00 00 00 00;Dog Trainer
0xD78D64;0x00A42B30;00 00;Curry
0xD79F90;0x00A42B3C;00 00 00 00;Katsuki Kamuy1  
0xD7A058;0x00A42B60;00 00;Asukagawa Taiyo1 
0xD7A170;0x00A42B84;00 00 00 00;Naoki Ishida1 
0xD7A198;0x00A42BA4;00 00 00 00;Misaki Tokura1
0xD7A1C0;0x00A42BC4;00 00 00 00;Kaitoshiki1 
0xD7A008;0x00A42BE0;00 00 00 00;Hime Alcalas1
0xD7A148;0x00A42BF8;00 00 00 00;Leading AICHI1  
0xD79FCC;0x00A42C1C;00 00;Multi-Turn 1 
0xD79EF0;0x00A42C38;00 00 00 00;New chrono1     
0xD79F54;0x00A42C5C;00 00 00 00;Tokoha Anjo1      
0xD7A080;0x00A42C84;00 00 00 00;Yuya Karasumori1  
0xD79F2C;0x00A42CAC;00 00;Kiba Shion1  
0xD7A24C;0x00A42CC8;00 00 00 00; 1              
0xD79FA4;0x00A42CEC;00 00 00 00;Kuzugi Kamui 2  
0xD7A06C;0x00A42D10;00 00;Asukagawa Taiyo 2
0xD7A184;0x00A42D34;00 00 00 00;Naoki Ishida2 
0xD7A1AC;0x00A42D54;00 00 00 00;Misaki Tokura2
0xD7A1D4;0x00A42D74;00 00 00 00;Kaitoshiki 2
0xD7A01C;0x00A42D90;00 00 00 00;Hime Alcalas2
0xD7A15C;0x00A42DA8;00 00 00 00;Guided Ichi2    
0xD79FE0;0x00A42DCC;00 00;Multi-Turn 2 
0xD79F04;0x00A42DE8;00 00 00 00;New chrono2     
0xD79F68;0x00A42E0C;00 00 00 00;Tokoha Anjo2      
0xD7A094;0x00A42E34;00 00 00 00;Yuya Karasumori2  
0xD79F40;0x00A42E5C;00 00;Kiba Shion2  
0xD7A260;0x00A42E78;00 00 00 00;                
0xD79F18;0x00A42E9C;00 00 00 00;New chrono3     
0xD7A224;0x00A42EC0;00 00;Kuzugi Kamuy   
0xD7A0F8;0x00A42EE0;00 00 00 00;Yuichiro zaki     
0xD79FB8;0x00A42F08;00 00;English          
0xD7A2B0;0x00A42F2C;00 00;光              
0xD7A2D8;0x00A42F4C;00 00;Kris
0xD7A378;0x00A42F54;00 00 00 00;Moon Castle Luna
0xD7A0BC;0x00A42F74;00 00 00 00;東               
0xD79F7C;0x00A42F98;00 00 00 00;Kumi zaki     
0xD7A030;0x00A42FB8;00 00;Anjo Mamoru      
0xD7A7AC;0x00A42FDC;00 00 00 00;Contact Us！World！                                 
0xD7A68C;0x00A43044;00 00;Generation Zone Release！
0xD7A5E4;0x00A43074;00 00 00 00;Deck ment！          
0xD7A87C;0x00A430A0;00 00;最強。圧倒。強烈。無敵！                                     
0xD7A694;0x00A43104;00 00;超越！          
0xD7A70C;0x00A43120;00 00 00 00;I'm standing up！                      
0xD7A674;0x00A43170;00 00 00 00;双闘！         
0xD7A604;0x00A4318C;00 00;Please tell me a lot！    
0xD7A804;0x00A431C0;00 00;Work！            
0xD7A86C;0x00A431E4;00 00;I've left my soul！                 
0xD7A60C;0x00A4322C;00 00 00 00;Fight Now！    
0xD7A614;0x00A4324C;00 00 00 00;Fight！        
0xD7A61C;0x00A4326C;00 00 00 00;Let's Fight！  
0xD7A5B4;0x00A4328C;00 00;Van Go！
0xD7A59C;0x00A4329C;00 00;Contact Us！
0xD7A7CC;0x00A432A8;00 00;ant  s、Flowers！                                  
0xD7A5FC;0x00A4330C;00 00;Beginner！        
0xD7A5BC;0x00A43330;00 00 00 00;Fighting well today！          
0xD7A5F4;0x00A43370;00 00;confident in the deck！
0xD7A6CC;0x00A43398;00 00 00 00;Contact Us！             
0xD7A7DC;0x00A433CC;00 00;Close、Contact Us！
0xD7A6FC;0x00A433EC;00 00;The Power of Everyone、Believe！
0xD7A5EC;0x00A43424;00 00 00 00;Create a new deck！          
0xD7A7EC;0x00A43460;00 00 00 00; ！            
0xD7A83C;0x00A43480;00 00;Close！Feel…Darkness！       
0xD7A6B4;0x00A434B8;00 00;Home～Enjoy！    
0xD7A7B4;0x00A434D8;00 00 00 00;This is my Vanguard！
0xD7A7F4;0x00A43504;00 00 00 00;Come to Heart！  
0xD7A634;0x00A43528;00 00; ！                     
0xD7A6EC;0x00A43558;00 00 00 00;Shows the feelings of flea！
0xD7A7BC;0x00A43590;00 00;My passion is with your sword！                     
0xD7A6D4;0x00A435F8;00 00 00 00;私、Home！           
0xD7A76C;0x00A43620;00 00 00 00;Sail！             
0xD7A714;0x00A43648;00 00;Image！ 
0xD7A864;0x00A43658;00 00 00 00;Home！
0xD7A63C;0x00A43664;00 00;Limit Break！
0xD7A644;0x00A43678;00 00 00 00;Ultimate Break！
0xD7A664;0x00A43694;00 00 00 00;Unlock！
0xD7A7FC;0x00A436A4;00 00;Amygo！
0xD7A74C;0x00A436B0;00 00 00 00;Let's Image！
0xD7A5CC;0x00A436C4;00 00;Last 1 Fight！    
0xD7A5D4;0x00A436E8;00 00 00 00;FIGHT！          
0xD7A67C;0x00A4370C;00 00;シー！    
0xD7A654;0x00A4371C;00 00;Mega Blast！
0xD7A794;0x00A4372C;00 00 00 00;Judgement！
0xD7A684;0x00A43740;00 00;デリート！
0xD7A744;0x00A4374C;00 00 00 00;Private Ride！       
0xD7A64C;0x00A43778;00 00 00 00;Break Ride！
0xD7A88C;0x00A4378C;00 00 00 00;Stride！
0xD7A66C;0x00A4379C;00 00;BIND！
0xD7A7C4;0x00A437A8;00 00 00 00;This is my Vanguard！
0xD7A75C;0x00A437D4;00 00;Earth Defense Organization Caesar！   
0xD7A7E4;0x00A43820;00 00 00 00;Trinity Dragon！
0xD7A69C;0x00A43838;00 00 00 00;Stride Generation！
0xD7A6A4;0x00A43858;00 00;Final Turn！
0xD7A5C4;0x00A4386C;00 00;It is a little tired。    
0xD7A85C;0x00A438A0;00 00;I'm sorry！？          
0xD7A844;0x00A438CC;00 00 00 00;I don't know how to？        
0xD7A82C;0x00A43908;00 00 00 00;tea～？             
0xD7A84C;0x00A43930;00 00 00 00;Any Attacked Izumi？
0xD7A624;0x00A43950;00 00;Fight？ 
0xD7A854;0x00A43960;00 00 00 00;New power that shines tomorrow!
0xD7A704;0x00A4399C;00 00 00 00;My Fight……      
0xD7A874;0x00A439C0;00 00 00 00;If you break the wings, it is more fun…   
0xD7A81C;0x00A43A18;00 00; 　Your fate                      
0xD7A774;0x00A43A5C;00 00 00 00;If you defeat me                      
0xD7A78C;0x00A43AAC;00 00 00 00;The Law of Ninja      
0xD7A824;0x00A43ADC;00 00 00 00;weakness          
0xD7A764;0x00A43B04;00 00 00 00;                      
0xD7A6AC;0x00A43B34;00 00 00 00;For Win、We will do our best           
0xD7A6C4;0x00A43B84;00 00;Show Time  
0xD7A7D4;0x00A43B9C;00 00 00 00;Contact Us～   
0xD7A6DC;0x00A43BBC;00 00;Close、Please feel free to contact us
0xD7A734;0x00A43BF8;00 00 00 00;I'm sorry       
0xD7A79C;0x00A43C1C;00 00;Home～  
0xD7A6BC;0x00A43C2C;00 00;The eyes of God who sees everything                    
0xD7A7A4;0x00A43C9C;00 00 00 00;I felt fate             
0xD7A6E4;0x00A43CD0;00 00 00 00;Enjoy Fighting    
0xD7A5A4;0x00A43CF8;00 00;Hello
0xD7A5AC;0x00A43D04;00 00;Home 
0xD7A62C;0x00A43D10;00 00 00 00;Fight   
0xD7A72C;0x00A43D24;00 00 00 00;My heart is burning     
0xD7A784;0x00A43D58;00 00;Feel the wind      
0xD7A884;0x00A43D80;00 00;Fights all humanity                
0xD7A71C;0x00A43DC8;00 00 00 00;Glory to Power            
0xD7A80C;0x00A43E00;00 00 00 00;No problem      
0xD7A6F4;0x00A43E24;00 00 00 00;Not losing  
0xD7A724;0x00A43E40;00 00;This is THE Home       
0xD7A5DC;0x00A43E70;00 00 00 00;Just Fight
0xD7A814;0x00A43E88;00 00;・      
0xD7A834;0x00A43E98;00 00;Fight  
0xD7A754;0x00A43EA8;00 00;Home
0xD7A77C;0x00A43EB0;00 00 FF FF;Shock         
0xD8656C,0xD86594,0xD865BC,0xD865E4,0xD8660C,0xD86634,0xD8665C,0xD86684,0xD866AC,0xD866D4;0x00A43ED0;00 00;{$80ff00}Win during this turn{$}Contact Us！†On the mountain bill at the start of mission†Xと、In the mountain bid†Check。                             
0xD8610C;0x00A43FF8;00 00;Both{$80ff00}No triggers{$} 。†Power and hand tags†Check the shield、†Home{$80ff00}Prevent Attacks{$}んだ。                               
0xD867C4;0x00A44104;00 00;{$80ff00}Win 16 hand cards{$}Contact Us！†On the mountain bill at the start of mission†Xと、In the mountain bid†You can check。                              
0xD866FC,0xD86724,0xD8674C,0xD86774,0xD8679C,0xD867EC,0xD86814,0xD8683C,0xD86864;0x00A44238;00 00;{$80ff00}Win during this turn{$}Contact Us！†On the mountain bill at the start of mission†Xと、In the mountain bid†You can check。                     
0xD86134;0x00A44360;00 00;Both{$80ff00}No triggers{$} 。†Unit of opponent's field†Check the shield、†Home{$80ff00}Damage6{$}Close。                     
0xD860E4;0x00A44458;00 00;Drive check this time†{$80ff00}Stand trigger{$} 。†Excellent stand effect、†Home{$80ff00}Damage6{$}Close。                        
0xD860BC;0x00A44558;00 00 00 00;Both{$80ff00}No triggers{$} 。†The opponent has no hand tags、Guard†Not possible、Watch your hand†Home{$80ff00}Damage6{$}Close。                      
0xD8615C;0x00A44680;00 00;Both{$80ff00}No triggers{$} 。†Let's fight。†View your ability、Useful†Home{$80ff00}Damage6{$}Close。                                                        
0xD86184;0x00A447B4;00 00;{$80ff00}Only grade 3{$}Home。†Let's make a stride。†Use your skills well†Home{$80ff00}Damage6{$}Close。        
0xD8629C;0x00A44890;00 00 00 00;Both{$80ff00}No triggers{$} 。†Units†Use、Home{$80ff00}Damage6{$}Home†Home。                               
0xD862C4;0x00A44964;00 00 00 00;Both{$80ff00}No triggers{$} 。†Units†Use、Home{$80ff00}Damage6{$}Home†Home。                               
0xD862EC;0x00A44A38;00 00 00 00;Both{$80ff00}No triggers{$} 。† †Use、Home{$80ff00}Damage6{$}Home†Home。                                   
0xD8633C;0x00A44B0C;00 00 00 00;Both{$80ff00}No triggers{$}Home。†Make your own unit†Use、Home{$80ff00}Damage6{$}Home†Home。               
0xD86314;0x00A44BE0;00 00 00 00;Both{$80ff00}No triggers{$} 。†   unit†Use、Home{$80ff00}Damage6{$}Home†Home。                             
0xD86274;0x00A44CB4;00 00;Both{$80ff00}No triggers{$} 。†シスシス unit†Use、Home{$80ff00}Damage6{$}Home†Home。                            
0xD864A4;0x00A44D88;00 00 00 00;Both{$80ff00}No triggers{$} 。†Bermuda△Home†With Unit、Home†{$80ff00}Damage6{$}Home。                                    
0xD861D4;0x00A44E78;00 00 00 00;Both{$80ff00}No triggers{$} 。†Orクル sink tank†With Unit、Home†{$80ff00}Damage6{$}Home。                          
0xD8638C;0x00A44F58;00 00 00 00;Both{$80ff00}No triggers{$} 。†メンeonpolis†With Unit、Home†{$80ff00}Damage6{$}Home。                              
0xD864CC;0x00A45038;00 00;Both{$80ff00}No triggers{$} 。†Aquaforce†With Unit、Home†{$80ff00}Damage6{$}Home。                            
0xD86404;0x00A45110;00 00;Both{$80ff00}No triggers{$} 。†Spike Brothers†With Unit、Home†{$80ff00}Damage6{$}Home。                         
0xD863DC;0x00A451EC;00 00 00 00;Both{$80ff00}No triggers{$} 。†Dark Regulars†With Unit、Home†{$80ff00}Damage6{$}Home。                           
0xD86454;0x00A452CC;00 00;Both{$80ff00}No triggers{$} 。†Gearニle†With Unit、Home†{$80ff00}Damage6{$}Home。                              
0xD86544;0x00A453A4;00 00;Both{$80ff00}No triggers{$} 。†ectar†With Unit、Home†{$80ff00}Damage6{$}Home。                                
0xD861FC;0x00A4547C;00 00;Both{$80ff00}No triggers{$} 。† Paradin†With Unit、Home†{$80ff00}Damage6{$}Home。                               
0xD86224;0x00A45558;00 00;Both{$80ff00}No triggers{$} 。†Gold Paradin†With Unit、Home†{$80ff00}Damage6{$}Home。                           
0xD861AC;0x00A45634;00 00;Both{$80ff00}No triggers{$} 。†Royal Paladin†With Unit、Home†{$80ff00}Damage6{$}Home。                          
0xD8642C;0x00A45710;00 00 00 00;Both{$80ff00}No triggers{$} 。†Pail Moon†With Unit、Home†{$80ff00}Damage6{$}Home。                           
0xD863B4;0x00A457E8;00 00 00 00;Both{$80ff00}No triggers{$} 。†Link Joker†With Unit、Home†{$80ff00}Damage6{$}Home。                            
0xD8624C;0x00A458C4;00 00;Both{$80ff00}No triggers{$} 。†Angel Feather†With Unit、Home†{$80ff00}Damage6{$}Home。                          
0xD864F4;0x00A459A0;00 00 00 00;Both{$80ff00}No triggers{$} 。†Mega Colony†With Unit、Home†{$80ff00}Damage6{$}Home。                         
0xD86364;0x00A45A78;00 00;Both{$80ff00}No triggers{$} 。†Nova Glapler†With Unit、Home†{$80ff00}Damage6{$}Home。                           
0xD8647C;0x00A45B54;00 00 00 00;Both{$80ff00}No triggers{$} 。†Grand Blue†With Unit、Home†{$80ff00}Damage6{$}Home。                          
0xD8651C;0x00A45C2C;00 00 00 00;Both{$80ff00}No triggers{$} 。†Great Nature Unit†with、End of turn†{$80ff00}14 hand tags{$}Home。                                      
0xD86204;0x00A45D38;00 00;Mission10
0xD86394;0x00A45D48;00 00;Mission20
0xD86524;0x00A45D58;00 00;Mission30
0xD866B4;0x00A45D68;00 00;Mission40
0xD86844;0x00A45D78;00 00;Mission50
0xD8609C;0x00A45D88;00 00;Mission 01
0xD8622C;0x00A45D98;00 00;Mission11
